nama,jenis_lembaga,profile,provinsi ,alamat,kontak,jenis_kelamin,umur,jenis_kekerasan
P2TP2A Provinsi Riau,Hukum,Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak yang selanjutnya disebut P2TP2A adalah pusat pelayanan yang terintegrasi dalam upaya pemberdayaan perempuan di berbagai bidang pembangunan serta perlindungan perempuan dan anak dari berbagai jenis diskriminasi dan tindak kekerasan termasuk perdagangan orang yang dibentuk oleh pemerintah atau berbasis masyarakat dan dapat berupa: pusat rujukan pusat konsultasi usaha pusat konsultasi kesehatan reproduksi pusat konsultasi hukum pusat krisis terpadu (PKT) pusat pelayanan terpadu (PPT).,Riau,Jl. Pepaya No.67 Kec. Sukajadi Pekanbaru Riau ,Telp. (0761)40313,pria,dibawah 18 tahun,verbal
P2TP2A Provinsi Riau,Hukum,Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak yang selanjutnya disebut P2TP2A adalah pusat pelayanan yang terintegrasi dalam upaya pemberdayaan perempuan di berbagai bidang pembangunan serta perlindungan perempuan dan anak dari berbagai jenis diskriminasi dan tindak kekerasan termasuk perdagangan orang yang dibentuk oleh pemerintah atau berbasis masyarakat dan dapat berupa: pusat rujukan pusat konsultasi usaha pusat konsultasi kesehatan reproduksi pusat konsultasi hukum pusat krisis terpadu (PKT) pusat pelayanan terpadu (PPT).,Riau,Jl. Pepaya No.67 Kec. Sukajadi Pekanbaru Riau ,Telp. (0761)40313,wanita,diatas 0 tahun,verbal
P2TP2A Provinsi Riau,Hukum,Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak yang selanjutnya disebut P2TP2A adalah pusat pelayanan yang terintegrasi dalam upaya pemberdayaan perempuan di berbagai bidang pembangunan serta perlindungan perempuan dan anak dari berbagai jenis diskriminasi dan tindak kekerasan termasuk perdagangan orang yang dibentuk oleh pemerintah atau berbasis masyarakat dan dapat berupa: pusat rujukan pusat konsultasi usaha pusat konsultasi kesehatan reproduksi pusat konsultasi hukum pusat krisis terpadu (PKT) pusat pelayanan terpadu (PPT).,Riau,Jl. Pepaya No.67 Kec. Sukajadi Pekanbaru Riau ,Telp. (0761)40313,pria,dibawah 18 tahun,fisik
P2TP2A Provinsi Riau,Hukum,Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak yang selanjutnya disebut P2TP2A adalah pusat pelayanan yang terintegrasi dalam upaya pemberdayaan perempuan di berbagai bidang pembangunan serta perlindungan perempuan dan anak dari berbagai jenis diskriminasi dan tindak kekerasan termasuk perdagangan orang yang dibentuk oleh pemerintah atau berbasis masyarakat dan dapat berupa: pusat rujukan pusat konsultasi usaha pusat konsultasi kesehatan reproduksi pusat konsultasi hukum pusat krisis terpadu (PKT) pusat pelayanan terpadu (PPT).,Riau,Jl. Pepaya No.67 Kec. Sukajadi Pekanbaru Riau ,Telp. (0761)40313,wanita,diatas 0 tahun,fisik
UPT PPA Kota Pekanbaru,Hukum,Dinas Pemberdayaan Perempuan Perlindungan Anak Pengendalian Penduduk Dan Keluarga Berencana mempunyai tugas pokok melaksanakan penyusunan danpelaksanaan kebijakan daerah dibidang Pemberdayaan Perempuan Perlindungan Anak Pengendalian Penduduk Dan Keluarga Berencana. ,Riau,Jln. Dagang No. 78 Kelurahan Kampung Tengah Kecamatan Sukajadi Kota Pekanbaru ,Telp. 081277993737,pria,dibawah 18 tahun,verbal
UPT PPA Kota Pekanbaru,Hukum,Dinas Pemberdayaan Perempuan Perlindungan Anak Pengendalian Penduduk Dan Keluarga Berencana mempunyai tugas pokok melaksanakan penyusunan danpelaksanaan kebijakan daerah dibidang Pemberdayaan Perempuan Perlindungan Anak Pengendalian Penduduk Dan Keluarga Berencana. ,Riau,Jln. Dagang No. 78 Kelurahan Kampung Tengah Kecamatan Sukajadi Kota Pekanbaru ,Telp. 081277993737,wanita,diatas 0 tahun,verbal
UPT PPA Kota Pekanbaru,Hukum,Dinas Pemberdayaan Perempuan Perlindungan Anak Pengendalian Penduduk Dan Keluarga Berencana mempunyai tugas pokok melaksanakan penyusunan danpelaksanaan kebijakan daerah dibidang Pemberdayaan Perempuan Perlindungan Anak Pengendalian Penduduk Dan Keluarga Berencana. ,Riau,Jln. Dagang No. 78 Kelurahan Kampung Tengah Kecamatan Sukajadi Kota Pekanbaru ,Telp. 081277993737,pria,dibawah 18 tahun,fisik
UPT PPA Kota Pekanbaru,Hukum,Dinas Pemberdayaan Perempuan Perlindungan Anak Pengendalian Penduduk Dan Keluarga Berencana mempunyai tugas pokok melaksanakan penyusunan danpelaksanaan kebijakan daerah dibidang Pemberdayaan Perempuan Perlindungan Anak Pengendalian Penduduk Dan Keluarga Berencana. ,Riau,Jln. Dagang No. 78 Kelurahan Kampung Tengah Kecamatan Sukajadi Kota Pekanbaru ,Telp. 081277993737,wanita,diatas 0 tahun,fisik
P2TP2A Rumah Singgah Engku Putri Riau,Hukum,Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak yang selanjutnya disebut P2TP2A adalah pusat pelayanan yang terintegrasi dalam upaya pemberdayaan perempuan di berbagai bidang pembangunan serta perlindungan perempuan dan anak dari berbagai jenis diskriminasi dan tindak kekerasan termasuk perdagangan orang yang dibentuk oleh pemerintah atau berbasis masyarakat dan dapat berupa: pusat rujukan pusat konsultasi usaha pusat konsultasi kesehatan reproduksi pusat konsultasi hukum pusat krisis terpadu (PKT) pusat pelayanan terpadu (PPT).,Kepulauan Riau,Jl. D.I. Panjaitan K M 10 Kec. Tanjungpinang Tim. Kota Tanjung Pinang Kepulauan Riau,"
Telp (0771) 441664
",pria,dibawah 18 tahun,verbal
P2TP2A Rumah Singgah Engku Putri Riau,Hukum,Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak yang selanjutnya disebut P2TP2A adalah pusat pelayanan yang terintegrasi dalam upaya pemberdayaan perempuan di berbagai bidang pembangunan serta perlindungan perempuan dan anak dari berbagai jenis diskriminasi dan tindak kekerasan termasuk perdagangan orang yang dibentuk oleh pemerintah atau berbasis masyarakat dan dapat berupa: pusat rujukan pusat konsultasi usaha pusat konsultasi kesehatan reproduksi pusat konsultasi hukum pusat krisis terpadu (PKT) pusat pelayanan terpadu (PPT).,Kepulauan Riau,Jl. D.I. Panjaitan K M 10 Kec. Tanjungpinang Tim. Kota Tanjung Pinang Kepulauan Riau,"
Telp (0771) 441664
",wanita,diatas 0 tahun,verbal
P2TP2A Rumah Singgah Engku Putri Riau,Hukum,Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak yang selanjutnya disebut P2TP2A adalah pusat pelayanan yang terintegrasi dalam upaya pemberdayaan perempuan di berbagai bidang pembangunan serta perlindungan perempuan dan anak dari berbagai jenis diskriminasi dan tindak kekerasan termasuk perdagangan orang yang dibentuk oleh pemerintah atau berbasis masyarakat dan dapat berupa: pusat rujukan pusat konsultasi usaha pusat konsultasi kesehatan reproduksi pusat konsultasi hukum pusat krisis terpadu (PKT) pusat pelayanan terpadu (PPT).,Kepulauan Riau,Jl. D.I. Panjaitan K M 10 Kec. Tanjungpinang Tim. Kota Tanjung Pinang Kepulauan Riau,"
Telp (0771) 441664
",pria,dibawah 18 tahun,fisik
P2TP2A Rumah Singgah Engku Putri Riau,Hukum,Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak yang selanjutnya disebut P2TP2A adalah pusat pelayanan yang terintegrasi dalam upaya pemberdayaan perempuan di berbagai bidang pembangunan serta perlindungan perempuan dan anak dari berbagai jenis diskriminasi dan tindak kekerasan termasuk perdagangan orang yang dibentuk oleh pemerintah atau berbasis masyarakat dan dapat berupa: pusat rujukan pusat konsultasi usaha pusat konsultasi kesehatan reproduksi pusat konsultasi hukum pusat krisis terpadu (PKT) pusat pelayanan terpadu (PPT).,Kepulauan Riau,Jl. D.I. Panjaitan K M 10 Kec. Tanjungpinang Tim. Kota Tanjung Pinang Kepulauan Riau,"
Telp (0771) 441664
",wanita,diatas 0 tahun,fisik
Lembaga Bantuan Hukum Mawar Saron,Hukum,LBH Mawar Saron adalah sebuah lembaga non-profit bagian dari Yayasan Hotma Sitompoel mendedikasikan diri untuk memberikan bantuan hukum kepada masyarakat miskin dan teraniaya secara hukum tanpa memungut bayaran (pro deo dan pro bono) dan tanpa membedakan suku membedakan agama membedakan ras membedakan keturunan dan keyakinan politik maupun latar belakang sosial dan budaya. Didirikan pada 8 Juli 2002 oleh Bapak Dr. Hotma P.D. Sitompoel S.H. M.Hum. (Pendiri Yayasan Hotma Sitompoel) dengan didasarkan pada fakta bahwa betapa sulitnya masyarakat miskin mendapatkan bantuan hukum (pengacara) dan keadilan. Sehingga lembaga ini didirikan untuk membantu mereka yang miskin serta lemah dan buta hukum dengan harapan dapat menjadi jembatan bagi miskin untuk mendapatkan keadilan.,Kepulauan Riau,Ruko Permata Niaga Sukajadi Jln. Sudirman Sukajadi Kec.  Kota Batam Kepulauan Riau 29432,Telp. (0778)430990,pria,diatas 0 tahun,verbal
Lembaga Bantuan Hukum Mawar Saron,Hukum,LBH Mawar Saron adalah sebuah lembaga non-profit bagian dari Yayasan Hotma Sitompoel mendedikasikan diri untuk memberikan bantuan hukum kepada masyarakat miskin dan teraniaya secara hukum tanpa memungut bayaran (pro deo dan pro bono) dan tanpa membedakan suku membedakan agama membedakan ras membedakan keturunan dan keyakinan politik maupun latar belakang sosial dan budaya. Didirikan pada 8 Juli 2002 oleh Bapak Dr. Hotma P.D. Sitompoel S.H. M.Hum. (Pendiri Yayasan Hotma Sitompoel) dengan didasarkan pada fakta bahwa betapa sulitnya masyarakat miskin mendapatkan bantuan hukum (pengacara) dan keadilan. Sehingga lembaga ini didirikan untuk membantu mereka yang miskin serta lemah dan buta hukum dengan harapan dapat menjadi jembatan bagi miskin untuk mendapatkan keadilan.,Kepulauan Riau,Ruko Permata Niaga Sukajadi Jln. Sudirman Sukajadi Kec.  Kota Batam Kepulauan Riau 29432,Telp. (0778)430990,wanita,diatas 0 tahun,verbal
Lembaga Bantuan Hukum Mawar Saron,Hukum,LBH Mawar Saron adalah sebuah lembaga non-profit bagian dari Yayasan Hotma Sitompoel mendedikasikan diri untuk memberikan bantuan hukum kepada masyarakat miskin dan teraniaya secara hukum tanpa memungut bayaran (pro deo dan pro bono) dan tanpa membedakan suku membedakan agama membedakan ras membedakan keturunan dan keyakinan politik maupun latar belakang sosial dan budaya. Didirikan pada 8 Juli 2002 oleh Bapak Dr. Hotma P.D. Sitompoel S.H. M.Hum. (Pendiri Yayasan Hotma Sitompoel) dengan didasarkan pada fakta bahwa betapa sulitnya masyarakat miskin mendapatkan bantuan hukum (pengacara) dan keadilan. Sehingga lembaga ini didirikan untuk membantu mereka yang miskin serta lemah dan buta hukum dengan harapan dapat menjadi jembatan bagi miskin untuk mendapatkan keadilan.,Kepulauan Riau,Ruko Permata Niaga Sukajadi Jln. Sudirman Sukajadi Kec.  Kota Batam Kepulauan Riau 29432,Telp. (0778)430990,pria,diatas 0 tahun,fisik
Lembaga Bantuan Hukum Mawar Saron,Hukum,LBH Mawar Saron adalah sebuah lembaga non-profit bagian dari Yayasan Hotma Sitompoel mendedikasikan diri untuk memberikan bantuan hukum kepada masyarakat miskin dan teraniaya secara hukum tanpa memungut bayaran (pro deo dan pro bono) dan tanpa membedakan suku membedakan agama membedakan ras membedakan keturunan dan keyakinan politik maupun latar belakang sosial dan budaya. Didirikan pada 8 Juli 2002 oleh Bapak Dr. Hotma P.D. Sitompoel S.H. M.Hum. (Pendiri Yayasan Hotma Sitompoel) dengan didasarkan pada fakta bahwa betapa sulitnya masyarakat miskin mendapatkan bantuan hukum (pengacara) dan keadilan. Sehingga lembaga ini didirikan untuk membantu mereka yang miskin serta lemah dan buta hukum dengan harapan dapat menjadi jembatan bagi miskin untuk mendapatkan keadilan.,Kepulauan Riau,Ruko Permata Niaga Sukajadi Jln. Sudirman Sukajadi Kec.  Kota Batam Kepulauan Riau 29432,Telp. (0778)430990,wanita,diatas 0 tahun,fisik
Beranda Perempuan Jambi ,Hukum,Beranda Perempuan didirikan sejak tahun 2010 telah memiliki Badan Hukum Yayasan Pada Nomor Notaris IM. Oka Mahendra NRS.H M kn. dengan Nomor AHU-0416.ah.02.01.2010. Beranda Perempuan lahir sebagai respon terhadap tindakan Kekerasan berbasis gender (GBV) yang merupakan ekspresi paling ekstrim dari hubungan gender yang tidak setara dalam masyarakat. Beranda Perempuan memandang kekerasan berbasis gender akan semakin memburuk pada praktik kemunduran/sumber daya alam yang menurunkan daya hidup masyarakat termasuk dalam kaitannya kepemilikan akses dan pengunaan manfaat dari sumber daya alam. Karena itu alih-alih memperlakukan GBV sebagai masalah yang terpisah dan terisolasi harus ditempatkan dalam konteks problem struktural dengan menjadikan korban sebagai penyintas aktor dan agen perubahan dengan fokus pada pemberdayaan perempuan dan anak perempuan,Jambi ,"Jln. Sunan Giri Lrg. Ambarawa No. 32 RT 10 Kel. Simpang III Sipin Kec. Kotabaru Jambi/36126
",Telp.  081366399190,pria,dibawah 18 tahun,verbal
Beranda Perempuan Jambi ,Hukum,Beranda Perempuan didirikan sejak tahun 2010 telah memiliki Badan Hukum Yayasan Pada Nomor Notaris IM. Oka Mahendra NRS.H M kn. dengan Nomor AHU-0416.ah.02.01.2010. Beranda Perempuan lahir sebagai respon terhadap tindakan Kekerasan berbasis gender (GBV) yang merupakan ekspresi paling ekstrim dari hubungan gender yang tidak setara dalam masyarakat. Beranda Perempuan memandang kekerasan berbasis gender akan semakin memburuk pada praktik kemunduran/sumber daya alam yang menurunkan daya hidup masyarakat termasuk dalam kaitannya kepemilikan akses dan pengunaan manfaat dari sumber daya alam. Karena itu alih-alih memperlakukan GBV sebagai masalah yang terpisah dan terisolasi harus ditempatkan dalam konteks problem struktural dengan menjadikan korban sebagai penyintas aktor dan agen perubahan dengan fokus pada pemberdayaan perempuan dan anak perempuan,Jambi ,"Jln. Sunan Giri Lrg. Ambarawa No. 32 RT 10 Kel. Simpang III Sipin Kec. Kotabaru Jambi/36126
",Telp.  081366399190,wanita,diatas 0 tahun,verbal
Beranda Perempuan Jambi ,Hukum,Beranda Perempuan didirikan sejak tahun 2010 telah memiliki Badan Hukum Yayasan Pada Nomor Notaris IM. Oka Mahendra NRS.H M kn. dengan Nomor AHU-0416.ah.02.01.2010. Beranda Perempuan lahir sebagai respon terhadap tindakan Kekerasan berbasis gender (GBV) yang merupakan ekspresi paling ekstrim dari hubungan gender yang tidak setara dalam masyarakat. Beranda Perempuan memandang kekerasan berbasis gender akan semakin memburuk pada praktik kemunduran/sumber daya alam yang menurunkan daya hidup masyarakat termasuk dalam kaitannya kepemilikan akses dan pengunaan manfaat dari sumber daya alam. Karena itu alih-alih memperlakukan GBV sebagai masalah yang terpisah dan terisolasi harus ditempatkan dalam konteks problem struktural dengan menjadikan korban sebagai penyintas aktor dan agen perubahan dengan fokus pada pemberdayaan perempuan dan anak perempuan,Jambi ,"Jln. Sunan Giri Lrg. Ambarawa No. 32 RT 10 Kel. Simpang III Sipin Kec. Kotabaru Jambi/36126
",Telp.  081366399190,pria,dibawah 18 tahun,fisik
Beranda Perempuan Jambi ,Hukum,Beranda Perempuan didirikan sejak tahun 2010 telah memiliki Badan Hukum Yayasan Pada Nomor Notaris IM. Oka Mahendra NRS.H M kn. dengan Nomor AHU-0416.ah.02.01.2010. Beranda Perempuan lahir sebagai respon terhadap tindakan Kekerasan berbasis gender (GBV) yang merupakan ekspresi paling ekstrim dari hubungan gender yang tidak setara dalam masyarakat. Beranda Perempuan memandang kekerasan berbasis gender akan semakin memburuk pada praktik kemunduran/sumber daya alam yang menurunkan daya hidup masyarakat termasuk dalam kaitannya kepemilikan akses dan pengunaan manfaat dari sumber daya alam. Karena itu alih-alih memperlakukan GBV sebagai masalah yang terpisah dan terisolasi harus ditempatkan dalam konteks problem struktural dengan menjadikan korban sebagai penyintas aktor dan agen perubahan dengan fokus pada pemberdayaan perempuan dan anak perempuan,Jambi ,"Jln. Sunan Giri Lrg. Ambarawa No. 32 RT 10 Kel. Simpang III Sipin Kec. Kotabaru Jambi/36126
",Telp.  081366399190,wanita,diatas 0 tahun,fisik
Koalisi Perempuan Indonesia Jambi ,Hukum,Koalisi Perempuan Indonesia untuk Keadilan dan Demokrasi disingkat Koalisi Perempuan Indonesia dikukuhkan melalui Kongres Perempuan Indonesia di Yogyakarta pada Kamis tanggal 17 Desember 1998. Koalisi Perempuan Indonesia adalah organisasi perempuan yang berjuang untuk mewujudkan keadilan dan demokrasi dengan berpegang teguh kepada nilai-nilai dan prinsip kejujuran keterbukaan persamaan kesetaraan persaudarian (sisterhood) kebebasan kerakyatan kemandirian keberagaman non- sektarian non- partisan nir kekerasan berwawasan lingkungan dan solidaritas pada rakyat kecil dan yang tertindas. Disamping itu Koalisi Perempuan Indonesia juga menolak segala bentuk diskriminasi berdasar jenis kelamin kelas social agama kepercayaan ras etnis orientasi seksual warna kulit bentuk tubuh kemampuan fisik yang berbeda (diffable) usia status perkawinan pekerjaan pandangan politik dan perbedaan- perbedaan lainnya serta merawat lingkungan hidup.,Jambi ,Jln. Dara Jingga No. 49 Kelurahan Rajawali Jambi,Telp. (021)26964703,pria,dibawah 18 tahun,verbal
Koalisi Perempuan Indonesia Jambi ,Hukum,Koalisi Perempuan Indonesia untuk Keadilan dan Demokrasi disingkat Koalisi Perempuan Indonesia dikukuhkan melalui Kongres Perempuan Indonesia di Yogyakarta pada Kamis tanggal 17 Desember 1998. Koalisi Perempuan Indonesia adalah organisasi perempuan yang berjuang untuk mewujudkan keadilan dan demokrasi dengan berpegang teguh kepada nilai-nilai dan prinsip kejujuran keterbukaan persamaan kesetaraan persaudarian (sisterhood) kebebasan kerakyatan kemandirian keberagaman non- sektarian non- partisan nir kekerasan berwawasan lingkungan dan solidaritas pada rakyat kecil dan yang tertindas. Disamping itu Koalisi Perempuan Indonesia juga menolak segala bentuk diskriminasi berdasar jenis kelamin kelas social agama kepercayaan ras etnis orientasi seksual warna kulit bentuk tubuh kemampuan fisik yang berbeda (diffable) usia status perkawinan pekerjaan pandangan politik dan perbedaan- perbedaan lainnya serta merawat lingkungan hidup.,Jambi ,Jln. Dara Jingga No. 49 Kelurahan Rajawali Jambi,Telp. (021)26964703,wanita,diatas 0 tahun,verbal
Koalisi Perempuan Indonesia Jambi ,Hukum,Koalisi Perempuan Indonesia untuk Keadilan dan Demokrasi disingkat Koalisi Perempuan Indonesia dikukuhkan melalui Kongres Perempuan Indonesia di Yogyakarta pada Kamis tanggal 17 Desember 1998. Koalisi Perempuan Indonesia adalah organisasi perempuan yang berjuang untuk mewujudkan keadilan dan demokrasi dengan berpegang teguh kepada nilai-nilai dan prinsip kejujuran keterbukaan persamaan kesetaraan persaudarian (sisterhood) kebebasan kerakyatan kemandirian keberagaman non- sektarian non- partisan nir kekerasan berwawasan lingkungan dan solidaritas pada rakyat kecil dan yang tertindas. Disamping itu Koalisi Perempuan Indonesia juga menolak segala bentuk diskriminasi berdasar jenis kelamin kelas social agama kepercayaan ras etnis orientasi seksual warna kulit bentuk tubuh kemampuan fisik yang berbeda (diffable) usia status perkawinan pekerjaan pandangan politik dan perbedaan- perbedaan lainnya serta merawat lingkungan hidup.,Jambi ,Jln. Dara Jingga No. 49 Kelurahan Rajawali Jambi,Telp. (021) 26964703,pria,dibawah 18 tahun,fisik
Koalisi Perempuan Indonesia Jambi ,Hukum,Koalisi Perempuan Indonesia untuk Keadilan dan Demokrasi disingkat Koalisi Perempuan Indonesia dikukuhkan melalui Kongres Perempuan Indonesia di Yogyakarta pada Kamis tanggal 17 Desember 1998. Koalisi Perempuan Indonesia adalah organisasi perempuan yang berjuang untuk mewujudkan keadilan dan demokrasi dengan berpegang teguh kepada nilai-nilai dan prinsip kejujuran keterbukaan persamaan kesetaraan persaudarian (sisterhood) kebebasan kerakyatan kemandirian keberagaman non- sektarian non- partisan nir kekerasan berwawasan lingkungan dan solidaritas pada rakyat kecil dan yang tertindas. Disamping itu Koalisi Perempuan Indonesia juga menolak segala bentuk diskriminasi berdasar jenis kelamin kelas social agama kepercayaan ras etnis orientasi seksual warna kulit bentuk tubuh kemampuan fisik yang berbeda (diffable) usia status perkawinan pekerjaan pandangan politik dan perbedaan- perbedaan lainnya serta merawat lingkungan hidup.,Jambi ,Jln. Dara Jingga No. 49 Kelurahan Rajawali Jambi,Telp. (021)26964703,wanita,diatas 0 tahun,fisik
P2TP2A Provinsi Jambi,Hukum,Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak yang selanjutnya disebut P2TP2A adalah pusat pelayanan yang terintegrasi dalam upaya pemberdayaan perempuan di berbagai bidang pembangunan serta perlindungan perempuan dan anak dari berbagai jenis diskriminasi dan tindak kekerasan termasuk perdagangan orang yang dibentuk oleh pemerintah atau berbasis masyarakat dan dapat berupa: pusat rujukan pusat konsultasi usaha pusat konsultasi kesehatan reproduksi pusat konsultasi hukum pusat krisis terpadu (PKT) pusat pelayanan terpadu (PPT).,Jambi ,Jln. Slamet Riyadi No. 21 Broni Kota Jambi,"Telp. (0741)62203
",pria,dibawah 18 tahun,verbal
P2TP2A Provinsi Jambi,Hukum,Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak yang selanjutnya disebut P2TP2A adalah pusat pelayanan yang terintegrasi dalam upaya pemberdayaan perempuan di berbagai bidang pembangunan serta perlindungan perempuan dan anak dari berbagai jenis diskriminasi dan tindak kekerasan termasuk perdagangan orang yang dibentuk oleh pemerintah atau berbasis masyarakat dan dapat berupa: pusat rujukan pusat konsultasi usaha pusat konsultasi kesehatan reproduksi pusat konsultasi hukum pusat krisis terpadu (PKT) pusat pelayanan terpadu (PPT).,Jambi ,Jln. Slamet Riyadi No. 21 Broni Kota Jambi,"Telp. (0741)62203
",wanita,diatas 0 tahun,verbal
P2TP2A Provinsi Jambi,Hukum,Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak yang selanjutnya disebut P2TP2A adalah pusat pelayanan yang terintegrasi dalam upaya pemberdayaan perempuan di berbagai bidang pembangunan serta perlindungan perempuan dan anak dari berbagai jenis diskriminasi dan tindak kekerasan termasuk perdagangan orang yang dibentuk oleh pemerintah atau berbasis masyarakat dan dapat berupa: pusat rujukan pusat konsultasi usaha pusat konsultasi kesehatan reproduksi pusat konsultasi hukum pusat krisis terpadu (PKT) pusat pelayanan terpadu (PPT).,Jambi ,Jln. Slamet Riyadi No. 21 Broni Kota Jambi,"Telp. (0741)62203
",pria,dibawah 18 tahun,fisik
P2TP2A Provinsi Jambi,Hukum,Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak yang selanjutnya disebut P2TP2A adalah pusat pelayanan yang terintegrasi dalam upaya pemberdayaan perempuan di berbagai bidang pembangunan serta perlindungan perempuan dan anak dari berbagai jenis diskriminasi dan tindak kekerasan termasuk perdagangan orang yang dibentuk oleh pemerintah atau berbasis masyarakat dan dapat berupa: pusat rujukan pusat konsultasi usaha pusat konsultasi kesehatan reproduksi pusat konsultasi hukum pusat krisis terpadu (PKT) pusat pelayanan terpadu (PPT).,Jambi ,Jln. Slamet Riyadi No. 21 Broni Kota Jambi,"Telp. (0741)62203
",wanita,diatas 0 tahun,fisik
Lembaga Bantuan Hukum (LBH) Jambi,Hukum,Lembaga jasa hukum yang memberikan jasa hukum gratis kepada masyarakat tertentu. Lembaga bantuan hukum biasanya berfungsi untuk memberikan bantuan hukum struktural sebagaimana diamanatkan oleh Undang-Undang Nomor 16 Tahun 2011 tentang Bantuan Hukum.,Jambi ,Jln. MH Thamrin No.32 Beringin Kec. Ps. Jambi Kota Jambi Jambi 36112,Telp. (0741)25835,pria,diatas 0 tahun,verbal
Lembaga Bantuan Hukum (LBH) Jambi,Hukum,Lembaga jasa hukum yang memberikan jasa hukum gratis kepada masyarakat tertentu. Lembaga bantuan hukum biasanya berfungsi untuk memberikan bantuan hukum struktural sebagaimana diamanatkan oleh Undang-Undang Nomor 16 Tahun 2011 tentang Bantuan Hukum.,Jambi ,Jln. MH Thamrin No.32 Beringin Kec. Ps. Jambi Kota Jambi Jambi 36112,Telp. (0741)25835,wanita,diatas 0 tahun,verbal
Lembaga Bantuan Hukum (LBH) Jambi,Hukum,Lembaga jasa hukum yang memberikan jasa hukum gratis kepada masyarakat tertentu. Lembaga bantuan hukum biasanya berfungsi untuk memberikan bantuan hukum struktural sebagaimana diamanatkan oleh Undang-Undang Nomor 16 Tahun 2011 tentang Bantuan Hukum.,Jambi ,Jln. MH Thamrin No.32 Beringin Kec. Ps. Jambi Kota Jambi Jambi 36112,Telp. (0741)25835,pria,diatas 0 tahun,fisik
Lembaga Bantuan Hukum (LBH) Jambi,Hukum,Lembaga jasa hukum yang memberikan jasa hukum gratis kepada masyarakat tertentu. Lembaga bantuan hukum biasanya berfungsi untuk memberikan bantuan hukum struktural sebagaimana diamanatkan oleh Undang-Undang Nomor 16 Tahun 2011 tentang Bantuan Hukum.,Jambi ,Jln. MH Thamrin No.32 Beringin Kec. Ps. Jambi Kota Jambi Jambi 36112,Telp. (0741)25835,wanita,diatas 0 tahun,fisik
Lembaga Advokasi Perempuan DAMAR,Hukum,Lembaga Advokasi Perempuan DAMAR adalah sebagai perwujudan dari rasa keprihatinan dan kecemasan terhadap situasi ketidakadilan diskriminasi eksploitasi dan kekerasan yang terjadi khususnya pada Perempuan. Kondisi ini terjadi karena kuatnya nilai-nilai patriarkhi di masyarakat yang membangun budaya  dan kebijakan yang tidak adil bagi perempuan. DAMAR adalah organisasi yang berbentuk perkumpulan berbasiskan keanggotaan dan menaungi tiga lembaga eksekutif. Pertama Lembaga Advokasi Perempuan DAMAR. Kedua Lembaga Advokasi Anak (LAdA) DAMAR. Ketiga Institut Pengembangan Organisasi dan Riset (IPOR) DAMAR.,Lampung,Jln. MH. Thamrin No.14 Gotong Royong Bandar Lampung 35119,"Telp. (0721)264550
",pria,dibawah 18 tahun,verbal
Lembaga Advokasi Perempuan DAMAR,Hukum,Lembaga Advokasi Perempuan DAMAR adalah sebagai perwujudan dari rasa keprihatinan dan kecemasan terhadap situasi ketidakadilan diskriminasi eksploitasi dan kekerasan yang terjadi khususnya pada Perempuan. Kondisi ini terjadi karena kuatnya nilai-nilai patriarkhi di masyarakat yang membangun budaya  dan kebijakan yang tidak adil bagi perempuan. DAMAR adalah organisasi yang berbentuk perkumpulan berbasiskan keanggotaan dan menaungi tiga lembaga eksekutif. Pertama Lembaga Advokasi Perempuan DAMAR. Kedua Lembaga Advokasi Anak (LAdA) DAMAR. Ketiga Institut Pengembangan Organisasi dan Riset (IPOR) DAMAR.,Lampung,Jln. MH. Thamrin No.14 Gotong Royong Bandar Lampung 35119,"Telp. (0721)264550
",wanita,diatas 0 tahun,verbal
Lembaga Advokasi Perempuan DAMAR,Hukum,Lembaga Advokasi Perempuan DAMAR adalah sebagai perwujudan dari rasa keprihatinan dan kecemasan terhadap situasi ketidakadilan diskriminasi eksploitasi dan kekerasan yang terjadi khususnya pada Perempuan. Kondisi ini terjadi karena kuatnya nilai-nilai patriarkhi di masyarakat yang membangun budaya  dan kebijakan yang tidak adil bagi perempuan. DAMAR adalah organisasi yang berbentuk perkumpulan berbasiskan keanggotaan dan menaungi tiga lembaga eksekutif. Pertama Lembaga Advokasi Perempuan DAMAR. Kedua Lembaga Advokasi Anak (LAdA) DAMAR. Ketiga Institut Pengembangan Organisasi dan Riset (IPOR) DAMAR.,Lampung,Jln. MH. Thamrin No.14 Gotong Royong Bandar Lampung 35119,"Telp. (0721)264550
",pria,dibawah 18 tahun,fisik
